text,label
procedura insolventei contestatie la tabelul de creante creditor care nu se regaseste pe lista intocmita de debitor consecinte,2
label public teren aferent unei case nationalizate inaplicabilitatea prevederilor art art alin si art din legea nr,0
procedura prealabila fine de neprimire a actiunii in contencios administrativ,0
deschiderea procedurii insolventei la cererea creditorilor creanta constata printro hotarare judecatoreasca irevocabila autoritate de lucru judecat consecinte,3
procedura insolventei termenul de contestare a tabelului preliminar de creante creditor nenotificat de practician cu privire la inscrierea partiala a creantei declarate irelevanta,4
actiune nefondata in contencios administrativ invocarea unei discriminari continuta in reglementarile unor acte normative,0
cerere de chemare in judecata prelungire contract de inchiriere notare proces in cartea funciara admisibilitate,1
nulitate absoluta persoana indreptatita,1
decizie de sanctionare disciplinara momentul de la care incepe sa curga termenul in care poate fi emisa termenul de declarare a recursului impotriva unei hotarari pronuntata intro contestatie avand ca obiect anularea unei decizii de sanctionare di,3
imobil bun comun al sotilor adus ca aport in natura la capitalul social act de dispozitie incheiat fara acordul celuilalt sot hotarare de partaj consecinte,4
excluderea asociatului administrator pentru frauda in dauna societatii conditii,4
opozitie formulata de un asociat la inscrierea in registrul comertului a unei hotarari aga inadmisibilitate,4
societate comerciala radiere din registrul comertului creanta stabilita prin hotarare judecatoreasca pronuntata dupa data radierii irelevanta,4
anularea actelor frauduloase incheiate de debitor in dauna creditorilor contract de vanzarecumparare conditii,2
procedura insolventei antrenarea raspunderii administratorului social nepredarea bunurilor aduse ca aport in natura la capitalul social consecinte,2
procedura insolventei cerere de deschidere voluntara cale de atac,2
anularea hotararii si trimiterea cauzei spre rejudecare conditii,3
litigiu intre profesionisti evaluabil in bani conciliere directa prealabila conditii,4
litigiu intre profesionisti cerere reconventionala lipsa procedurii prealabile irelevanta cereri noi formulate prin concluziile scrise inadmisibilitate,4
incalcarea dreptului la aparare si a principiului contradictorialitatii consecinte,2
judecata neanalizarea apararilor uneia dintre parti consecinte,2
litigiu intre profesionisti culpa procesuala consecinte reducerea onorariului de avocat conditii,3
procedura insolventei contestatie la tabelul de creante creditor care nu se regaseste pe lista intocmita de debitor consecinte,2
procedura insolventei cerere de inscriere la masa credala autoritate de lucru judecat conditii,2
recurs la o hotarare pronuntata de o instanta de recurs inadmisibilitate litigiu al carui obiect are o valoarea de pana la lei inclusiv,3
taxa de poluare prevazuta de oug nr refuzul prefectului de inmatriculare a unui autovehicul,0
anularea hotararii cu trimiterea cauzei spre rejudecare pentru necercetarea fondului cauzei conditii,3
procedura insolventei fapte care determina atragerea raspunderii patrimoniale a fostului administrator,2
societate comerciala anulare hotarare aga cerere formulata de un tert conditii,4
societate comerciala anulare hotarare aga cerere formulata de un tert conditii,4
apel suspendat ca urmare a deschiderii procedurii insolventei consecintele inchiderii acestei proceduri judiciare,2
procedura insolventei plan de reorganizare judiciara aprobat de creditori vot neconditionat conditii,2
procedura insolventei declansare la cererea lichidatorului numit de judecatorul delegat la oficiul teritorial al registrului comertului conditii,2
procedura insolventei hotarare de confirmare a planului de reorganizare judiciara critici de oportunitate consecinte,2
anulare hotarare de consiliu local instanta competenta material,0
deschiderea procedurii insolventei la cererea creditorilor creanta izvorata dintrun contract de credit bancar,2
exceptie de neexecutare a contractului omisiunea primei instante de a se pronunta in mod expres asupra acesteia irelevanta,1
plan de reorganizare judiciara creanta defavorizata conditii,2
procedura insolventei contestatie la tabelul de creante incalcarea principiului disponibilitatii si pe cel al legalitatii cailor de atac consecinte,2
calificarea caii de atac in functie de valoarea imobilului criterii,3
schimbare domiciliu in cursul procesului obligatia partii,3
societate comerciala anularea hotarare aga motive,4
anularea actelor frauduloase incheiate in dauna creditorilor constituire garantii in temeiul codului de procedura fiscala inadmisibilitate,2
procedura insolventei contestatie la planul de distribuire creditor a carui creanta nu a fost acceptata de lichidatorul judiciar consecinte,2
procedura insolventei cerere de deschidere voluntara cale de atac,2
societate comerciala cerere de inscriere mentiuni in registrul comertului reziliere contract de cesiune parti sociale admisibilitate,4
casare problemele de drept dezlegate de instanta de recurs autoritate de lucru judecat,3
procedura insolventei atragerea raspunderii patrimoniale a fostului administrator pentru nepredarea documentelor contabile ale debitorului conditii,2
societate comerciala listata adunarea generala extraordinara a actionarilor nerespectarea procedurii de convocare consecinte,4
societate comerciala cerere de radiere mentiune din registrul comertului conditii,4
hotarare care nu poate fi atacata cu apel interpretarea art c pr civ,3
hotararea adunarii generale a actionarilor lipsa publicarii convocatorului adunarii generale si in monitorul oficial al romaniei partea a iva neindeplinirea cerintei prevederilor art alin din legea nr privind convocarea sanctiuni,4
respingerea actiunii creditorului pentru angajarea raspunderii patrimoniale personale a administratorului societatii debitoare lipsa notificarii creditorilor de catre lichidator a disponibilitatii de a exercita recurs impotriva sentintei exercitarea,2
hotarare de consiliu local pentru mandatare in vederea efectuarii unor demersuri judiciare lipsa caracterului de act administrativ de autoritate,0
exceptia autoritatii de lucru judecat si prezumtia puterii de lucru judecat delimitare,3
greseli materiale delimitare fata de greseli de judecata,3
adunarea generala a asociatiilor neconvocarea asociatului care detine din partile sociale lipsa unei procuri speciale acordate persoanei mandatare nulitatea hotararilor adunarii generale,4
procedura insolventei actiune in anularea transferului patrimonial fraudulos termenul pentru introducerea actiunii tardivitate,2
